-0.4,27
-0,26.644
1,25.776
2,24.938
3,24.131
4,23.352
5,22.601
6,21.877
7,21.179
8,20.506
9,19.858
10,19.233
11,18.63
12,18.049
13,17.489
14,16.95
15,16.43
16,15.929
17,15.446
18,14.981
19,14.533
20,14.101
21,13.685
22,13.284
23,12.898
24,12.525
25,12.167
26,11.822
27,11.489
28,11.168
29,10.86
30,10.562
31,10.276
32,10
33,9.7331
34,9.4738
35,9.2219
36,8.9771
37,8.7393
38,8.5081
39,8.2836
40,8.0653
41,7.8533
42,7.6472
43,7.447
44,7.2524
45,7.0633
46,6.8796
47,6.701
48,6.5275
49,6.3588
50,6.1949
51,6.0356
52,5.8807
53,5.7302
54,5.5839
55,5.4417
56,5.3035
57,5.1692
58,5.0386
59,4.9116
60,4.7882
61,4.6683
62,4.5516
63,4.4382
64,4.328
65,4.2208
66,4.1166
67,4.0153
68,3.9167
69,3.8209
70,3.7277
71,3.6371
72,3.549
73,3.4633
74,3.38
75,3.299
76,3.2201
77,3.1434
78,3.0689
79,2.9963
80,2.9257
81,2.8571
82,2.7903
83,2.7253
84,2.6621
85,2.6006
86,2.5408
87,2.4825
88,2.4259
89,2.3707
90,2.3171
91,2.2649
92,2.214
93,2.1646
94,2.1164
95,2.0696
96,2.024
97,1.9796
98,1.9364
99,1.8943
100,1.8533
101,1.8134
102,1.7746
103,1.7368
104,1.7
105,1.6641
106,1.629
107,1.5946
108,1.5611
109,1.5283
110,1.4962
111,1.4648
112,1.4342
113,1.4043
114,1.375
115,1.3464
116,1.3184
117,1.2911
118,1.2644
119,1.2383
120,1.2128
121,1.1878
122,1.1635
123,1.1397
124,1.1164
125,1.0937
126,1.0715
127,1.0498
128,1.0286
129,1.0079
130,0.98769
131,0.96793
132,0.94862
133,0.92975
134,0.91132
135,0.89332
136,0.87573
137,0.85855
138,0.84176
139,0.82537
140,0.80935
141,0.79371
142,0.77842
143,0.76349
144,0.74891
145,0.73466
146,0.72075
147,0.70716
148,0.69388
149,0.68091
150,0.66825
151,0.65588
152,0.64379
153,0.63199
154,0.62046
155,0.6092
156,0.5982
157,0.58746
158,0.57697
159,0.56673
160,0.55672
161,0.54694
162,0.5374
163,0.52808
164,0.51897
165,0.51008
166,0.50139
167,0.49291
168,0.48463
169,0.47654
170,0.46864
171,0.46093
172,0.4534
173,0.44604
174,0.43886
175,0.43185
176,0.425
