57.841,0.1
58,0.10011
59,0.10102
60,0.10237
61,0.10413
62,0.1063
63,0.10886
64,0.1118
65,0.11512
66,0.11879
67,0.12281
68,0.12717
69,0.13185
70,0.13685
71,0.14215
72,0.14775
73,0.15362
74,0.15976
75,0.16616
76,0.17281
77,0.17969
78,0.1868
79,0.19412
80,0.20164
81,0.20935
82,0.21724
83,0.22529
84,0.2335
85,0.24186
86,0.25035
87,0.25896
88,0.26768
89,0.2765
90,0.28541
91,0.2944
92,0.30345
93,0.31255
94,0.3217
95,0.33088
96,0.34008
97,0.34929
98,0.3585
99,0.36769
100,0.37686
101,0.38599
102,0.39508
103,0.4041
104,0.41345
105,0.42366
106,0.43471
107,0.44656
108,0.4592
109,0.47258
110,0.48667
111,0.50145
112,0.51688
113,0.53293
114,0.54957
115,0.56677
116,0.5845
117,0.60273
118,0.62142
119,0.64054
120,0.66007
121,0.67998
122,0.70022
123,0.72077
124,0.7416
125,0.76268
126,0.78398
127,0.80546
128,0.8271
129,0.84886
130,0.87071
131,0.89263
132,0.91457
133,0.93652
134,0.95843
135,0.98028
136,1.002
137,1.0237
138,1.0451
139,1.0664
140,1.0875
141,1.1084
142,1.1303
143,1.1534
144,1.1776
145,1.203
146,1.2295
147,1.2572
148,1.286
149,1.3159
150,1.3468
151,1.3788
152,1.4119
153,1.446
154,1.4811
155,1.5173
156,1.5544
157,1.5925
158,1.6315
159,1.6715
160,1.7124
161,1.7543
162,1.797
163,1.8406
164,1.8851
165,1.9304
166,1.9765
167,2.0235
168,2.0712
169,2.1198
170,2.1691
171,2.2192
172,2.27
173,2.3215
174,2.3738
175,2.4267
176,2.4803
177,2.5346
178,2.5896
179,2.6451
180,2.7013
181,2.7581
182,2.8154
183,2.8733
184,2.9322
185,2.9941
186,3.0592
187,3.1275
188,3.199
189,3.2737
190,3.3514
191,3.4322
192,3.5161
193,3.6029
194,3.6927
195,3.7854
196,3.881
197,3.9795
198,4.0807
199,4.1848
200,4.2916
201,4.4011
202,4.5133
203,4.6281
204,4.7455
205,4.8655
206,4.988
207,5.1131
208,5.2405
209,5.3705
210,5.5028
211,5.6374
212,5.7744
213,5.9136
214,6.0551
215,6.1988
216,6.3447
217,6.4928
218,6.6429
219,6.7951
220,6.9493
221,7.1056
222,7.2638
223,7.4239
224,7.5859
225,7.7498
226,7.9154
227,8.0829
228,8.2521
229,8.4231
230,8.5957
231,8.7699
232,8.9458
233,9.1232
234,9.3022
235,9.4827
236,9.6646
237,9.8479
238,10.033
239,10.219
240,10.406
241,10.595
242,10.785
243,10.976
244,11.168
245,11.362
246,11.557
247,11.752
248,11.949
249,12.147
250,12.345
251,12.545
252,12.745
253,12.947
254,13.149
255,13.352
256,13.556
257,13.76
258,13.965
259,14.171
260,14.377
261,14.584
262,14.792
263,15
264,15.208
265,15.417
266,15.626
267,15.836
268,16.046
269,16.256
270,16.467
271,16.678
272,16.889
273,17.1
274,17.311
275,17.522
276,17.733
277,17.945
278,18.156
279,18.367
280,18.578
281,18.789
282,19
283,19.21
284,19.421
285,19.631
286,19.84
287,20.05
288,20.259
289,20.467
290,20.675
290.6,20.8
